MAL_ID,Name,Genres,sypnopsis
13561,Guilty Crown: 4-koma Gekijou,Comedy,mated four-panel manga that comes as extra on the DVDs and Blu-rays.
12419,Guilty Crown: Kiseki - Reassortment,"Action, Sci-Fi, Super Power",one-hour Noitamina special that recaptures the first 11 episodes of Guilty Crown.
13411,Guilty Crown: Lost Christmas - An Episode of Port Town,"Action, Sci-Fi, Super Power, Drama","In 2029, Scrooge escapes from a research facility where he had been confined as an experimental subject. His body was remodeled by genetic manipulations and he uses his psychic power to kill the chasers. One day, he meets another experimental subject called Carol. When three psychic chasers hunt down the two, Carol asks Scrooge to use his right arm to extract a weapon from her body."
5041,Guin Saga,"Adventure, Fantasy","The ancient kingdom of Parros has been invaded by the armies of Mongaul, and its king and queen have been slain. But the ""twin pearls of Parros,"" the princess Rinda and the prince Remus, escape using a strange device hidden in the palace. Lost in Roodwood, they are rescued from Mongaul soldiers by a strange leopard-headed man, who has no memories except for the words ""Aurra"" and ""Guin,"" which he believes to be his name. (Source: ANN)"
1706,Gun Frontier,"Action, Adventure, Drama, Historical, Sci-Fi, Seinen","It is a harsh and barren wasteland, where the weak aren't allowed to dream. It is also a sacred land for true men, for there is no place a man can feel more alive. This is the Gun Frontier. Sea Pirate Captain Harlock and the errant samurai, Tochiro arrive in the United States on the Western Frontier. Along with a mysterious woman they meet along the way, the two friends challenge sex rings, bandits, and corrupt sheriff. They are searching for a lost clan of Japanese immigrants, and they will tear Gun Frontier from end to end until they find it. (Source: ANN)"
411,Gun x Sword,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen","Van, a lanky and apathetic swordsman, is on a journey to kill the murderer of his fiancé. The only characteristic he has to go by is that the murderer has a claw for an arm, hence the murderer being referred to as The Claw Man. During his travels, Van happens to pass through the city of Evergreen, which is defending itself from bandits who aim to rob the city of its treasury. It is in this city that Van meets Wendy Garret, a timid young girl who is looking for her kidnapped brother. When the city pleads for Van's assistance to defend it, he refuses, claiming it has nothing to do with him and thus leaves the city on its own to deal with the peril. Soon after, Van comes across the raiding bandits himself and they eventually tick off the swordsman to a degree where he takes action against them for his own personal vendetta. Surprisingly, Van learns that the bandits had ties with The Claw Man, and in kidnapping Wendy's brother for a reason they did not disclose. After the bandits are dealt with easily, Van and, much to his chagrin, Wendy continue the journey in search of The Claw Man. Little do they know, however, that The Claw Man is involved with something more atrocious than either could fathom."
44050,Gundam Build Divers Battlogue,"Action, Sci-Fi, Mecha","It's the highlight of GBN's anniversary event, the ""Gunpla Battle One-Day Battle Royal""! Participants are selected from the Divers who played most passionately this season, and they're fighting in machines randomly assigned mainly from those Gunpla ranked highest by all Divers in the Great Gunpla Ballot! Now the final round is about to begin, with the tough fighters who've won their respective blocks! There, an unpredictable, super special, never-seen-before Gunpla dream battle will... START!!! (Source: AniDB)"
37247,Gundam Build Divers Prologue,"Action, Sci-Fi, Mecha","The Gunpla Force Battle Tournament is a big event held in GBN once per year. Competing in the final round are Avalon, led by the champion Kyoya Kujo, and the elite 7th Panzer Division led by the cunning Rommel. Starting with Kyoya's Gundam AGE II Magnum, a variety of Gunpla take to the field to determine which is the strongest force! (Source: Official site)"
40192,Gundam Build Divers Re:Rise,"Action, Sci-Fi, Mecha","Two years have passed since the legendary force Build Divers battled the second Coalition of Volunteers to save the EL-Diver. Gunpla Battle Nexus Online (GBN), where these events took place, has been upgraded to provide sensory feedback for more realistic play. But as GBN becomes even more exciting, there are Divers who play with their own motivations in mind. Hiroto is a Diver who wanders alone through the Dimension, playing as a mercenary. Kazami is a frivolous, independent Diver who joins one party after another, pursuing the one he admires. May is a solo Diver surrounded by an aura of mystery, who plays Gunpla Battle night and day. And Parviz is a lonely novice Diver who is interested in team play, but out of shyness, he has never managed to seize the opportunity. Each of them is alone, but the course of events will end up uniting them into a new team of Build Divers. What awaits Hiroto and the others is a boundless super-experience that far transcends GBN. (Source: Official Website)"
40942,Gundam Build Divers Re:Rise 2nd Season,"Action, Sci-Fi, Mecha","am of light, fired from an orbital satellite at the end of their fierce battle, forced Hiroto and his teammates to face the possibility that the planet Eldora where they have been battling doesn't just exist within the network game Gunpla Battle Online (GBN), but is part of the real world. For a time, this realization brought the Build Divers to a halt. However, their bond with Freddie and the other people of Eldora, who fought with them against the One-eyes, brings Hiroto, Kazami, May, and Parviz back together again. To find Masaki Shido, the Diver whose consciousness is still trapped on Eldora... To discover the true nature of Alus, the mysterious leader of the One-eyes... And most of all, to save Freddie and their other precious comrades. There is still a remaining ""mission"" they must clear on Eldora. With the power of their newly built Gunpla, the true battle of the second Build Divers will now begin. (Source: Official Site)"
19319,Gundam Build Fighters,"Action, Sci-Fi, Mecha","Though Gundam Plastic Models, better known as Gunpla, exploded in popularity with the release of the anime series Mobile Suit Gundam , their presence faded before resurging with a new purpose. Through the power of Plavsky particles, fans are now able to pit their Gunpla against others in a virtual reality-style battle with the best competing at the annual Gunpla World Tournament. Sei Iori, whose father was a once finalist in the competition, dreams of one day conquering the contest himself. However, while Sei is an expert Gunpla builder, he lacks the prowess to effectively fight his creations during actual battle. In comes Reiji, a mysterious boy who is curiously ignorant of society but quickly demonstrates to Sei tremendous ability in Gunpla battles. The two boys decide to combine their strengths in order to sweep the Gunpla World Tournament and take the Gunpla world by storm."
24625,Gundam Build Fighters Try,"Action, Sci-Fi, Mecha","The story of Gundam Build Fighters Try is set 7 years after the end of the 1st series. Now Seiho Academy's Gunpla Battle Club has only one member, Hoshino Fumina, who is a third grade student in junior high. As the president of the club, she needs two more members to participate in the upcoming All-Japan Gunpla Battle Championships. One day she encounters a transfer student named Kamiki Sekai, who has traveled around for Kenpo training with his master. Then joining by a young Gunpla builder Kousaka Yuuma, their challenge to the Gunpla Battle begins.... (Source: Crunchyroll)"
30533,Gundam Build Fighters Try: Island Wars,"Action, Sci-Fi, Mecha","The official Twitter account for the Gundam Build Fighters and Gundam Build Fighters Try television anime reported on Wednesday that original video anime (OVA) projects are launching. According to the producer in charge of the account, director Kenji Nagasaki is planning one Gundam Build Fighters OVA , and director Shinya Watada is planning one Gundam Build Fighters Try OVA . (Source: ANN)"
35567,Gundam Build Fighters: Battlogue,"Action, Sci-Fi, Mecha",This is a dynamic dream battle featuring many types of Gunpla skirmishing in all sorts of situations. (Source: gundam.info)
35982,Gundam Build Fighters: GM no Gyakushuu,"Action, Sci-Fi, Mecha","The day before the ceremony marking the completion of the Yajima Stadium, Nils Nielsen invites Sei Iori, Meijin Kawaguchi, and others to an exhibition battle using the new large-scale battle system he has designed. Now that they are all reunited, Sei attempts to show off the Build Strike Cosmos that he has upgraded for the exhibition, but then he notices something missing... Meanwhile, somebody takes control of the stadium's systems, sealing Sei and the others inside. Before them appears a mysterious group, which has come to challenge them to Gunpla Battle. (Source: Sunrise)"
3288,Gundam Evolve,"Action, Military, Space, Mecha","series of short films packaged with certain model kits and aired at conventions, the Gundam Evolve series chronicles a number of side-stories, alternative scenes, and even bonus omake from all around the Gundam canon. Featuring a mix of animation media—from traditional cels to 3-D CG rendering to even cel-shaded 2-D animation—these often 3-5 minute shorts cover such events as Domon Kasshu's training (and a bit of a romantic tift with Rain Mikamura) from G Gundam, Amuro Ray battling Quess Paraya from Char's Counterattack, Kamille Bidan training in the Gundam Mk.II from Zeta Gundam, and Canard Pars dueling Prayer Reverie from the Gundam SEED X Astray manga. (Source: ANN)"
267,Gungrave,"Action, Drama, Sci-Fi, Seinen, Super Power","Brandon Heat and Harry MacDowel, two friends so close they could be called brothers, receive an abrupt and violent reminder one fateful day of how appallingly merciless the world around them can be. Their whole lives before then were simple and easygoing, consisting largely of local brawls, seducing women, and committing petty theft to make a living and pass the time. What they failed to realize is that in this cruel world, happiness is fleeting, and change is inevitable. Enter Millennion, the largest and most infamous mafia syndicate in the area, which accepts Brandon and Harry into their ranks and starts them at the bottom of the food chain. Harry has ambitions to ascend the ranks and one day replace Big Daddy as the supreme leader of Millennion, while Brandon only wishes to support his friend and appease Big Daddy who has taken custody of the woman Brandon loves. Based off the third-person shooter video game under the same name, Gungrave is an epic story of friendship, betrayal, and avarice that spans the course of several years, ultimately tying back to the gripping and foreboding first episode, all the while building up to the story's thrilling conclusion."
1016,Gunnm,"Drama, Mecha, Sci-Fi, Shounen","Doc Ido, a doctor and mechanic who lives and works in the hellish, postapocalyptic ""Scrapyard"", finds the—miraculously preserved—remains of a female cyborg in a junk heap. After he revives and rebuilds her, the preternaturally strong, amnesiac ""Gally"" begins to forge a life for herself in a world where every day can bring a fight for life. Adapts the first two volumes of the ""Battle Angel Alita"" manga."
266,Gunparade March: Arata Naru Kougunka,"Drama, Mecha, Military, Romance, Sci-Fi, Shounen, Slice of Life","It began in 1945, at the end of the Pacific War. Alien invaders filled the earth's Skies, and mankind was forced to confront an unprecedented threat. For the first time in human history, people of all cultures came together under one banner. This war has now been raging for over fifty years. Countless lives have been lost, and the Japanese military is now forced to rely on young people such as Atsushi Hayami and his high school class, also known as Unit 5121. This new generation fearlessly struggles on with the aid of the HWT humanoid combat machines and the devastating PBE bomb. (Source: Media Blasters)"
134,Gunslinger Girl,"Action, Psychological, Military, Drama, Sci-Fi","In the heart of Italy, the Social Welfare Agency rescues young girls from hospital beds and gives them a second chance at life using the latest in cybernetic advancements. With their artificially enhanced bodies, the girls are brainwashed and trained as assassins to carry out the dirty work of the Italian Government. Despite all the modifications, they are still just children at heart, struggling for recognition from those they love, even knowing the love they feel is manufactured. This tragic tale unfolds as these girls grapple with their emotions in an agency that treats them as nothing but ruthless killers."
3231,Gunslinger Girl: Il Teatrino,"Action, Drama, Military, Sci-Fi","hen the Social Welfare Agency investigates the disappearance of an operative, their inquiry leads them right into the lair of their rival, the Five Republics. The assassin Triela infiltrates the hostile organization, but her search is cut short when she finds herself staring down the barrel of a gun... (Source: ANN)"
4765,Gunslinger Girl: Il Teatrino OVA,"Action, Drama, Military, Sci-Fi",Episodes 14 and 15 of Gunslinger Girl: Il Teatrino.
650,Gunsmith Cats,"Action, Comedy, Police, Seinen","In the dangerous suburbs of Chicago, skilled bounty hunters Irene ""Rally"" Vincent and ""Minnie"" May Hopkins run Gunsmith Cats, a firearms store of questionable legality. One day, Bill Collins, an agent for the Chicago branch of the Bureau of Alcohol, Tobacco, Firearms, and Explosives, blackmails Rally and May into working with him on a case. The stakes are high, but Rally’s gunmanship and May’s knowledge of explosives are unmatched. As Rally and May unravel the secrets of the case, the two will need to use guns and grenades while being faster, stronger, and better than everyone else in order to stay alive."
37990,Gurazeni Season 2,"Comedy, Sports, Drama, Seinen",Second season of Gurazeni .
23279,Gyakusatsu Kikan,"Military, Sci-Fi, Psychological","The war on terror exploded, literally, the day Sarajevo was destroyed by a homemade nuclear device. The leading democracies transformed into total surveillance states, and the developing world has drowned under a wave of genocides. The mysterious American John Paul seems to be behind the collapse of the world system, and it's up to intelligence agent Clavis Shepherd to track John Paul across the wreckage of civilizations and to find the true heart of darkness—a genocidal organ. (Source: Viz Media)"
32946,Gyakuten Saiban 6 Prologue,Mystery,"The country of Khura'in doesn't have attorneys. Instead, the outcome of trials are decided by the oracles. Meanwhile, in Japan, Naruhodo Ryuichi receives a disturbing call from his old friend, Mayoi Ayasato, who is currently training in Kurain."
37490,"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari! Season 2","Comedy, Drama, Mystery, Police","Defense attorney Ryuuichi Naruhodou is still hard at work defending the falsely accused with his knack for last-minute turnabouts. With his trusty assistant and medium-in-training Mayoi Ayasato in tow, Ryuuichi's fame as a champion for the innocent steadily grows. But this newfound success attracts the attention of the coffee-loving, masked Godot⁠—a mysterious rookie prosecutor who bears an inexplicable grudge against Ryuuichi. With the help of their allies, Ryuuichi and Mayoi take this new challenger head-on and search for the reason behind his appearance. But before long, the first two cases from the career of Mayoi's late sister Chihiro Ayasato become critical to solving a fantastical murder mystery, continuing the bloody saga of the tumultuous Ayasato clan. Will Ryuuichi once again be able to overcome the odds and find the truths hidden within the web of lies?"
7109,Gyouten Ningen Batsealer,"Action, Adventure, Fantasy, Magic","h the ability to transcend time, Captain Fatz and comrades embarked on a journey of battle and adventure to gather the eight scattered stone pieces (namely Light, Darkness, Fire, Water, Air, Earth, Wood & Metal) which was granulated by the lord of destruction, in order to restore the chaotic world back to peace."
386,H2,"Comedy, Sports, Romance, Shounen","Hiro has two loves: baseball and porn, but due to an elbow injury, gives up baseball, choosing a school with no baseball team. His childhood friend Hikari attends a different school with baseball ace Hideo. The two of them wish that Hiro had not given up baseball. Hiro joins the soccer team and meets Haruka, a very clumsy girl who is also the daughter of his father's boss. Haruka is the manager of the unofficial baseball club at Hiro's school. When the soccer team challenges the baseball club to a game, with hopes of humiliating them, the baseball club nearly loses until Hiro, disgusted by the soccer team's arrogance, switches to the baseball club. (Source: ANN)"
3299,H2O: Footprints in the Sand,"Harem, Romance, School","Takuma Hirose is a blind young male high school student, though the cause for his blindness is undetermined. In order to heal his medical condition, he is sent to live in a village with his uncle. There, he meets several girls, three of which stand out more than any of the others. They are Hayami Kohinata, Hinata Kangura, and Otoha. Otoha temporarily heals his blindness and Hirose uses his sight to help others. He finds out that, for some reason, Hayami Kohinata is hated in the village, and he tries his best to help her out. Meanwhile, many sad secrets unfold in the village..."
644,Hachimitsu to Clover Specials,"Comedy, Drama, Josei, Romance, Slice of Life",Two side stories: Chapter L (or chapter 25) about Lohmeyer/Romaiya senpai. Chapter F (or chapter 26) about Miwako finding ways to make fun of Yamazaki. (Source: momento)
1824,Hadashi no Gen,"Drama, Historical","It's the summer of 1945. 3 years have elapsed since the war between Japan and USA began. Gen is a young boy living a struggling yet satisfying life in the city of Hiroshima, that has been strangely spared by the bombing taken in almost every other Japanese City. Food is scarce, and Gen's family is suffering from severe malnutrition, which endangers his pregnant mother. There isn't much spare time as Gen and his little brother Shinji help their father and mother at work and try to make sure their family survives the tough times. Little do they know, what the Americans have in store for the city of Hiroshima and as of the 6th of August 1945, their lives are about to change dramatically. (Source: ANN)"
1825,Hadashi no Gen 2,"Drama, Historical, Shounen","Three years have passed since the bombing of Hiroshima and Gen is now a fourth-grader. Hiroshima is still a ruin, and Gen must scrounge for scrap metal to help keep himself and his remaining family fed, but at least commerce has returned to the land. As his mother gradually grows ill from radiation sickness, Gen and Ryuta befriend a group of orphans led by a tough-nosed older child and including a girl who still bears ugly burn scars from the day of the bomb. An old man suffering from depression is also drawn into the group as they come together to support each other and form a makeshift family. Reality is still harsh, however, as many orphans still die lonely deaths and the grim reminders of what happened linger everywhere. (Source: ANN)"
13161,Hagure Yuusha no Aesthetica,"Action, Super Power, Ecchi, Fantasy","Since the discovery of ""Samon Syndrome"" 30 years ago, thousands of young people have traveled to fantasy worlds, the few returnees managing to keep the special abilities they acquired in those parallel universes. Akatsuki Ousawa, known as the ""Rogue Hero,"" discards his peaceful life in the fantasy world Alayzard to face new challenges upon returning to Earth. He comes back with Miu, the daughter of the Demon King he defeated, and is now forced to hide her true identity by having her pose as his little sister. The two soon join Babel, a special school designed for those who have acquired special abilities and magical powers through their journey to a fantasy world. Babel was seemingly founded to train young interdimensional travelers and ""guide them to the right path for the sake of humanity and themselves,"" but its true purpose remains unclear to the pseudo-siblings. Will Akatsuki and Miu be able to overcome the hostile, powerful student council and uncover the forces at play behind the scenes?"
1663,Haha wo Tazunete Sanzenri,"Adventure, Drama, Historical, Slice of Life","Based on a short section of the novel Cuore by the Italian Edmondo de Amicis, Marco is a young boy living in Genoa, Italy, together with his father Pietro. But the family is not complete, for Marco`s mother left for Argentina around a year earlier in order to find work. Letters from her arrive regularly until one day they suddenly stop. Worry for his mother and what might have happened to her overcomes the young boy. Marco thus decides to embark upon a journey to Argentina in the hope of being reunited with his mother. At first, Pietro is opposed to Marco`s plan, but moved by his son's enthusiasm, he eventually allows the boy to go. So begins Marco`s long journey of the heart. Marco encounters many people throughout his travels, and finds maturity and self-acceptance as a result of his experiences. (Source: Nippon Animation)"
33474,Haha wo Tazunete Sanzenri (Movie),"Adventure, Drama, Historical, Slice of Life","compilation film of the Haha wo Tazunete Sanzenri series. Due to a box office slump, the film aired only for 1 week in theaters."
31859,Hai to Gensou no Grimgar,"Action, Adventure, Drama, Fantasy","Fear, survival, instinct. Thrown into a foreign land with nothing but hazy memories and the knowledge of their name, they can feel only these three emotions resonating deep within their souls. A group of strangers is given no other choice than to accept the only paying job in this game-like world—the role of a soldier in the Reserve Army—and eliminate anything that threatens the peace in their new world, Grimgar. When all of the stronger candidates join together, those left behind must create a party together to survive: Manato, a charismatic leader and priest; Haruhiro, a nervous thief; Yume, a cheerful hunter; Shihoru, a shy mage; Mogzo, a kind warrior; and Ranta, a rowdy dark knight. Despite its resemblance to one, this is no game—there are no redos or respawns; it is kill or be killed. It is now up to this ragtag group of unlikely fighters to survive together in a world where life and death are separated only by a fine line."
32561,Hai to Gensou no Grimgar: Furoagari no Kabe ni Kaketa Seishun - One More Centimeter,Comedy,"Episode 2.5 of the series, will expand on the ending of episode 2 where the boys try to sneak on the girls bathing. Included in the 1st volume of the Blu-ray/DVD releases."
5534,Hai! Akko Desu,"Romance, Slice of Life",The story follows the daily life of a Akko-chan who is a new young wife.
387,Haibane Renmei,"Slice of Life, Mystery, Psychological, Drama, Fantasy","Born from a cocoon in the village of Old Home, a young Haibane—a being with a halo and small gray wings—awakens to a world she does not understand without memories of her past. Named Rakka for the dream of falling she had while inside the cocoon, she soon becomes accustomed to life in the strange town. However, there are strict rules for the Haibane, such as being forbidden to leave the village or go near the walls surrounding it. These, along with mysterious disappearances of their kind on their ""Day of Flight,"" begin to unsettle Rakka and the others since they know almost nothing about their own kind. Haibane Renmei tells not only Rakka's story but also of those around her, as they live their lives with no memories of the past while trying to break free from their former pain and ultimately find salvation."
3335,Haikara-san ga Tooru,"Drama, Historical, Romance, Shoujo, Slice of Life","Set in the 1920s, Haikara-san ga Tooru is the story of the high-spirited tomboy Benio and her relationship with a handsome half-German soldier named Shinobu. Benio is a very outgoing and athletic girl with firm ideas about being able to live her life as she wants to. When she first meets Shinobu, she dislikes him intensely, even though he manages to help her out of a series of embarrassing mishaps. She is therefore surprised when she finds out that she has been forced into an arranged marriage and that her husband-to-be is none other than Shinobu! The story then has many twists and turns, as Shinobu has to fight in the war, Benio has to wrangle with the idea of getting married, and getting along with her future in-laws and employer. Meanwhile, the great Kanto earthquake looms in the future..."
33378,"Haikara-san ga Tooru Movie 1: Benio, Hana no 17-sai","Comedy, Historical, Romance, Shoujo","The story follows Benio ""Haikara-san"" Hanamura, who lost her mother when she was very young and has been raised by her father, a high-ranking official in the Japanese army. As a result, she has grown into a tomboy—contrary to traditional Japanese notions of femininity, she studies kendo, drinks sake, dresses in often outlandish-looking Western fashions instead of the traditional kimono, and is not as interested in housework as she is in literature. She also rejects the idea of arranged marriages and believes in a woman's right to a career and to marry for love. (Source: ANN)"
35228,Haikara-san ga Tooru Movie 2: Hana no Tokyo Dai Roman,"Comedy, Historical, Romance, Shoujo","The story follows Benio ""Haikara-san"" Hanamura, who lost her mother when she was very young and has been raised by her father, a high-ranking official in the Japanese army. As a result, she has grown into a tomboy. Contrary to traditional Japanese notions of femininity, she studies kendo, drinks sake, dresses in often outlandish-looking Western fashions instead of the traditional kimono, and is not as interested in housework as she is in literature. She also rejects the idea of arranged marriages and believes in a woman's right to a career and to marry for love. (Source: ANN)"
40372,Haikyuu!! (OVA),"Sports, Shounen",stop-motion anime that will bundle with the 42nd compiled book volume of Haruichi Furudate's Haikyu!! manga. Anime will have 10 short episodes featuring the Karasuno team as puppets. (Source: ANN)
29755,Haikyuu!! Movie 1: Owari to Hajimari,"Comedy, Sports, Drama, School, Shounen",First Haikyuu!! recap movie.
30364,Haikyuu!! Movie 2: Shousha to Haisha,"Comedy, Sports, Drama, School, Shounen",Second Haikyuu!! recap movie.
25303,Haikyuu!!: Lev Genzan!,"Shounen, Sports","Nekoma High School’s volleyball team recruits a new member: the half-Japanese, half-Russian Lev Haiba. Though the self-proclaimed ace is blessed with great height, he lacks basic volleyball techniques. This gives the team's setter, Kenma Kozume, a hard time when matching up with him. To everyone’s surprise, Nekoma’s coach suggests that Lev play in the Kunihira Senior High School’s practice match, leaving Kenma no choice but to cooperate with the tall player. Will Kenma be able to overcome this new challenge?"
40262,Haikyuu!!: Riku vs. Kuu,"Comedy, Sports, Drama, School, Shounen","se battle rages on at the Tokyo Qualifiers for the three remaining spots in the national volleyball competition. Nekoma High School, Fukurodani High School, Nohebi Academy, and Itachiyama Academy all passionately strive to participate in the tournament. Despite various issues on the court, Nekoma especially wishes to prove they are worthy of moving on to the national level. As the teams aim to secure their place by overcoming both their opponents and their own weaknesses, the Tokyo Qualifiers determine which teams will reign victorious and join the national competition."
35321,Haikyuu!!: Tokushuu! Haru-kou Volley ni Kaketa Seishun,"School, Shounen, Sports",The OVA episode revisits the primary matches from the spring tournament and features interviews with players. (Source: MAL News)
35806,"Haikyuu!!: vs. ""Akaten""","Sports, Shounen","In Haikyuu!!: vs. Akaten, which takes place in the second season, Hinata and Kageyama fail a test and find that the make-up exam conflicts with their training camp."
11785,Haiyore! Nyaruko-san,"Sci-Fi, Comedy, Parody","ahiro Yasaka is just an ordinary high school student, until one day he is suddenly attacked by a dangerous monster. Just when everything seems to be lost, he is saved by a silver-haired girl named Nyaruko, who claims to be the shape-shifting deity Nyarlathotep from horror author H. P. Lovecraft's Cthulhu Mythos, sent by the Space Defense Agency to Earth. She explains to Mahiro that the creature chasing him was an alien called Nightgaunt, who had planned on abducting and selling him as a slave. After rescuing him from the alien, the Lovecraftian deity falls madly in love with Mahiro and forces herself into his household, much to his chagrin. Moreover, they are soon joined by two others from the fictional universe: Cthuko, a girl obsessed with Nyaruko, and Hasuta, a young boy easily mistaken for a beautiful female. Together, the three eccentric aliens protect Mahiro from the various extraterrestrial dangers that threaten both his and Earth's well-being, all the while making his life a living hell."
26023,Haiyore! Nyaruko-san F,"Sci-Fi, Comedy, Parody, Romance","OVA of the light novel Haiyore! Nyaruko-san, titled Haiyore! Nyaruko-san F , has been green-lit. (Source: MAL News)"
15699,Haiyore! Nyaruko-san W,"Sci-Fi, Comedy, Parody","Nyaruko still wants Mahiro, as does Hasuta. Kūko wants Nyaruko, but believes both Nyaruko's and Mahiro's ""first time"" belongs to her. Yoriko puts up with all of it and cheerfully runs the house where they all live. Mahiro just wants some sanity. He doesn't want to be the love toy of a Nyarlathotepan, Cthughan, or a shots-like Hasturan. He may or may not hold out. (Source: ANN)"
23619,Haiyore! Nyaruko-san W OVA,"Comedy, Ecchi, Parody",Hot Spring-themed OVA of Haiyore! Nyaruko-san W .
18713,Haiyore! Nyaruko-san: Yasashii Teki no Shitome-kata,"Comedy, Parody, Sci-Fi",daptation of the short story written by Manta Aisora for the first issue of GA Bunko magazine.
33335,Hajimete no Eigo: Nippon Mukashibanashi,"Kids, Fantasy",Old Japanese folk legends released on Japanese and English to teach Japanese children English.
3710,Hakaba Kitarou,"Horror, Supernatural","Kitarou is a youkai boy born in a cemetery, and aside from his mostly-decayed father, the last living member of the Ghost tribe. He is missing his left eye, but his hair usually covers the empty socket. He fights for peace between humans and youkai, which generally involves protecting the former from the wiles of the latter. This version of the Kitarou story is based on the original Hakaba Kitarou manga, the manga which inspired the popular Gegege no Kitarou series in the late 60's. (Source: Wikipedia)"
1465,Hakaima Sadamitsu,"Action, Mecha, School, Sci-Fi, Seinen","Sadamitsu, a high-school delinguents turned to a masked-hero, while not dealing with his rocky relationship with the strong female protagonist, he puts on a motorcycle-helmet-like mask and becomes a semi-robotic superhero who fights. He is assisted by other possibly- mechanical creatures in order to save the earth from the invasion of 20,000,000 escaped alien convicts. (Source: AniDB)"
35889,Hakata Tonkotsu Ramens,"Action, Mystery","lthough the city of Fukuoka might look relatively peaceful at first glance, in actuality it houses a thriving mixture of dangerous individuals such as killers, detectives, and professional revenge seekers right beneath its surface. Among their number is Zenji Banba, a laidback and observant detective who is investigating the work of other hitmen companies in the area. However, Banba might not be the only one with a bone to pick with these organizations, as Xianming Lin, a crossdressing male hitman in the employ of one such company begins getting fed up with his lack of jobs and pay. One day, after Lin's current target commits suicide before the hitman could reach him, his company refuses to pay him even half the amount they were originally supposed to for the assassination. Frustrated, Lin requests another mission and is offered the job of taking out Banba, whom his organization believes has been interfering with their business. However, when Banba arrives at his home and finds the hitman inside, Lin surprisingly doesn't even attempt to kill him. Instead, he offers the detective another option: to join him and form a team. With the offer on the table, exactly how will Banba respond, and just what plans does Lin have in store for the underground world of Fukuoka?"
15613,Hakkenden: Touhou Hakken Ibun,"Action, Demons, Supernatural, Fantasy, Shoujo","The village of Ootsuka—home to Shino Inuzuka, Sousuke Inukawa, and Hamaji—was lit on fire under the preconception that a virus had seen all of its life eradicated. Now surrounded by flames and on the verge of death, the three were approached by a strange man holding a sword. He tells them that they must reach a decision if they want to live. That night changed everything for these children. Five years later, the family of three now lives under the watchful eye of the small Imperial Church in a nearby village. All is fine and dandy until the Church attempts to reclaim the demonic sword of Murasame . To accomplish this, they kidnap Hamaji to lure Shino, now a bearer of Murasame's soul, and Sousuke, who possesses the ability to transform into a dog. The brothers must put their differences aside to rescue their beloved sister from the Church in the Imperial Capital, signalling the beginning of a very difficult journey."
18055,Hakkenden: Touhou Hakken Ibun 2nd Season,"Action, Demons, Supernatural, Fantasy, Shoujo",Second season of Hakkenden: Touhou Hakken Ibun.
1466,Hakugei Densetsu,"Sci-Fi, Adventure, Space",courageous young man tries to find the only person who can save his planet from the most terrifying beast in the universe—the great white whale Moby Dick—in this futuristic anime adventure set in 4699. But locating the outlaw Captain Ahab and his illusory crew of whale hunters and persuading them to put an end to the leviathan's long reign of terror won't be easy. Will Ahab take up the challenge one more time?
42078,Hakugin,"Music, Drama",usic video for Eve's song Hakugin .
40861,Hakumei no Tsubasa,"Action, Adventure, Comedy, Kids, Fantasy","Galar is a region where Pokemon battles have developed into a cultural sensation. Over the span of seven episodes, Pokemon: Twilight Wings will show in detail the dreams of Galar's residents, the realities they face, the challenges they must overcome and the conflicts they must resolve. In addition to these new stories, fans can expect to see a variety of Pokemon originally discovered in the Galar region appearing in the capsule series. (Source: Press Release)"
43568,Hakumei no Tsubasa: Expansion - Hoshi no Matsuri,"Kids, Fantasy",No synopsis information has been added to this title. Help improve our database by adding a synopsis here .
36094,Hakumei to Mikochi,"Fantasy, Seinen, Slice of Life","In a world inhabited by people only a few inches tall, young women Hakumei and Mikochi live together in a house built into a tree. Hakumei is an energetic and tomboyish carpenter, while Mikochi is a feminine and calm tailor. Despite their differences, they get along well and spend their days having fun living their lives in the woods. The two of them spend their time working, going on sightseeing adventures, and taking shopping trips into Tsumiki Marketplace by the ocean. They make many friends along the way, be they sentient woodland creatures like Iwashi the Weasel or fellow miniature people such as the songstress Konju and the inventor Sen. Hakumei to Mikochi is a relaxing look into the day-to-day lives of its titular characters as they explore and interact with their tiny world which seems to be straight out of a fairy tale."
37109,Hakumei to Mikochi: Neji to Bed to Irori to Bakuchi,"Slice of Life, Fantasy, Seinen",Special episode included in the second Blu-ray/DVD volume.
6895,Hakuouki,"Action, Historical, Supernatural, Drama, Samurai, Josei","In 1864 Japan, a young woman named Chizuru Yukimura is searching for her missing father, Koudou, a doctor by trade whose work often takes him far from home. But with no word from him in months, Chizuru disguises herself as a man and heads to Kyoto in search of him. Attracting the attention of ronin, she tries to hide and ends up witnessing a horrifying sight: the ronin being brutally murdered by crazed white-haired men. In a startling turn of events, members of the Shinsengumi arrive to dispatch the creatures. But Chizuru's safety doesn't last long, as this group of men tie her up and take her back to their headquarters, unsure of whether to let her live or silence her permanently. However, once she reveals the name of her father, the Shinsengumi decide to keep her safe, as they too have been searching for him. But Koudou is more connected to the Shinsengumi than they let on, and soon Chizuru finds herself embroiled in a conflict between the Shinsengumi and their enemies, as well as political tension in Kyoto."
